ticker,date,open,high,low,close
COMP,2020-06-19,291.06,291.23,205.48,211.38
COMP,2020-06-20,211.39,253.02,195.22,252.9
COMP,2020-06-21,252.87,386.11,246.85,360.19
COMP,2020-06-22,360.19,360.19,233.69,287.37
COMP,2020-06-23,287.31,343.59,242.02,258.75
COMP,2020-06-24,258.84,264.0,190.22,207.92
COMP,2020-06-25,207.92,253.0,197.55,234.32
COMP,2020-06-26,234.32,272.85,226.3,260.88
COMP,2020-06-27,260.88,267.92,225.7,235.62
COMP,2020-06-28,235.62,254.97,228.0,246.8
COMP,2020-06-29,246.8,247.84,230.68,235.27
COMP,2020-06-30,235.27,242.55,212.38,220.0
COMP,2020-07-01,220.0,220.13,210.05,211.67
COMP,2020-07-02,211.46,211.7,176.3,177.41
COMP,2020-07-03,177.41,195.2,171.08,177.95
COMP,2020-07-04,177.8,193.81,163.21,182.72
COMP,2020-07-05,182.93,220.0,177.6,203.88
COMP,2020-07-06,205.92,207.39,186.36,192.37
COMP,2020-07-07,192.37,197.16,183.22,185.0
COMP,2020-07-08,185.24,190.0,180.23,185.82
COMP,2020-07-09,185.82,188.73,176.2,178.75
COMP,2020-07-10,179.33,181.0,173.42,174.17
COMP,2020-07-11,174.17,184.78,172.37,177.57
COMP,2020-07-12,177.33,183.55,174.11,175.21
COMP,2020-07-13,175.21,177.96,157.44,164.74
COMP,2020-07-14,165.2,168.0,159.88,164.09
COMP,2020-07-15,164.09,167.42,160.36,160.52
COMP,2020-07-16,160.52,163.68,152.68,154.15
COMP,2020-07-17,153.94,176.57,153.79,165.45
COMP,2020-07-18,165.59,171.09,161.03,162.11
COMP,2020-07-19,162.85,164.73,159.63,163.61
COMP,2020-07-20,163.11,174.93,155.61,159.77
COMP,2020-07-21,159.77,162.52,157.02,158.8
COMP,2020-07-22,158.69,160.03,153.75,158.42
COMP,2020-07-23,158.42,163.41,155.54,157.03
COMP,2020-07-24,157.0,158.52,155.59,156.37
COMP,2020-07-25,155.97,157.5,154.58,155.93
COMP,2020-07-26,155.93,163.87,154.1,156.24
COMP,2020-07-27,156.32,158.55,123.39,137.4
COMP,2020-07-28,137.58,144.39,130.02,137.91
COMP,2020-07-29,138.13,140.46,132.02,132.03
COMP,2020-07-30,132.03,134.84,131.47,132.49
COMP,2020-07-31,132.49,139.93,129.03,135.94
COMP,2020-08-01,136.05,143.82,134.36,138.12
COMP,2020-08-02,138.12,139.58,120.38,127.35
COMP,2020-08-03,127.35,132.7,126.16,127.71
COMP,2020-08-04,127.37,133.48,125.08,130.65
COMP,2020-08-05,130.65,141.42,128.83,137.15
COMP,2020-08-06,137.15,142.62,133.01,136.61
COMP,2020-08-07,136.45,153.46,136.21,152.14
COMP,2020-08-08,152.29,160.01,147.48,150.36
COMP,2020-08-09,150.35,175.06,149.0,173.03
COMP,2020-08-10,173.38,188.16,168.73,175.75
COMP,2020-08-11,175.75,190.89,155.0,190.89
COMP,2020-08-12,189.58,263.95,186.56,224.16
COMP,2020-08-13,224.35,234.59,186.24,202.26
COMP,2020-08-14,202.23,216.62,192.01,194.19
COMP,2020-08-15,194.22,211.92,186.95,196.22
COMP,2020-08-16,196.29,207.23,191.6,197.92
COMP,2020-08-17,197.34,202.73,184.28,190.93
COMP,2020-08-18,190.93,192.48,174.24,179.18
COMP,2020-08-19,179.18,211.17,177.23,182.91
COMP,2020-08-20,182.78,186.68,178.06,179.96
COMP,2020-08-21,179.96,189.73,162.72,163.61
COMP,2020-08-22,163.61,179.46,160.75,171.86
COMP,2020-08-23,171.8,175.62,164.49,168.43
COMP,2020-08-24,168.14,188.52,166.39,182.49
COMP,2020-08-25,182.49,188.22,161.29,167.14
COMP,2020-08-26,167.14,189.24,162.32,181.82
COMP,2020-08-27,181.81,181.96,165.09,172.99
COMP,2020-08-28,172.99,203.89,169.13,191.06
COMP,2020-08-29,191.08,198.85,185.12,198.02
COMP,2020-08-30,198.02,225.03,192.41,211.3
COMP,2020-08-31,211.51,251.61,206.82,246.36
COMP,2020-09-01,246.55,272.16,236.2,253.62
COMP,2020-09-02,253.95,263.75,204.2,218.99
COMP,2020-09-03,218.83,244.26,191.72,208.65
COMP,2020-09-04,208.7,209.1,180.07,188.35
COMP,2020-09-05,188.01,198.24,151.4,159.05
COMP,2020-09-06,159.07,177.85,145.54,177.04
COMP,2020-09-07,176.96,179.37,154.06,176.07
COMP,2020-09-08,176.06,184.92,167.29,175.75
COMP,2020-09-09,175.75,185.1,167.48,183.3
COMP,2020-09-10,183.3,186.86,170.16,171.69
COMP,2020-09-11,172.32,177.8,160.2,171.69
COMP,2020-09-12,171.69,179.29,169.57,177.91
COMP,2020-09-13,177.91,184.96,161.64,164.56
COMP,2020-09-14,164.42,170.55,159.41,168.12
COMP,2020-09-15,167.83,169.77,155.83,156.56
COMP,2020-09-16,156.4,156.91,147.44,154.47
COMP,2020-09-17,154.48,159.25,147.31,158.11
COMP,2020-09-18,158.04,167.98,151.2,153.59
COMP,2020-09-19,153.58,156.56,151.25,153.25
COMP,2020-09-20,153.01,153.06,140.52,141.56
COMP,2020-09-21,141.5,145.99,125.33,134.37
COMP,2020-09-22,134.42,144.89,127.45,144.23
COMP,2020-09-23,144.31,146.9,124.52,127.59
COMP,2020-09-24,127.59,140.99,126.11,137.91
COMP,2020-09-25,137.96,144.0,133.09,142.26
COMP,2020-09-26,142.26,147.23,136.9,144.03
COMP,2020-09-27,143.62,147.54,135.62,136.84
COMP,2020-09-28,136.84,141.37,131.06,134.01
COMP,2020-09-29,134.16,134.7,127.95,131.56
COMP,2020-09-30,131.48,136.2,130.1,131.25
COMP,2020-10-01,131.25,139.97,125.78,127.89
COMP,2020-10-02,128.0,130.47,116.74,118.01
COMP,2020-10-03,117.98,125.48,117.98,124.06
COMP,2020-10-04,124.06,124.2,117.15,119.94
COMP,2020-10-05,120.03,124.51,117.66,122.88
COMP,2020-10-06,122.88,124.38,101.46,106.06
COMP,2020-10-07,106.05,109.81,101.32,109.5
COMP,2020-10-08,109.45,113.89,102.95,106.85
COMP,2020-10-09,106.85,117.71,103.63,113.61
COMP,2020-10-10,113.61,119.21,112.86,115.53
COMP,2020-10-11,115.58,117.0,111.47,114.21
COMP,2020-10-12,114.21,120.67,112.42,119.95
COMP,2020-10-13,119.97,119.97,111.88,113.56
COMP,2020-10-14,113.56,115.31,105.52,106.82
COMP,2020-10-15,106.82,109.76,104.85,107.2
COMP,2020-10-16,107.22,107.38,99.89,102.89
COMP,2020-10-17,102.89,105.77,101.76,102.89
COMP,2020-10-18,102.89,107.9,102.68,104.1
COMP,2020-10-19,104.09,105.85,101.57,102.57
COMP,2020-10-20,102.57,102.96,92.86,95.5
COMP,2020-10-21,95.42,99.96,92.82,97.69
COMP,2020-10-22,97.69,102.2,95.07,100.67
COMP,2020-10-23,100.62,106.51,99.57,103.32
COMP,2020-10-24,103.42,107.85,101.16,105.32
COMP,2020-10-25,105.32,106.12,101.57,101.97
COMP,2020-10-26,101.97,104.47,98.03,100.59
COMP,2020-10-27,100.59,113.67,99.77,109.79
COMP,2020-10-28,109.79,119.97,104.89,108.96
COMP,2020-10-29,108.98,111.78,94.22,95.13
COMP,2020-10-30,95.04,98.94,88.49,92.57
COMP,2020-10-31,92.55,95.14,89.13,91.02
COMP,2020-11-01,90.94,96.06,89.52,94.31
COMP,2020-11-02,94.3,98.94,90.38,90.9
COMP,2020-11-03,90.9,91.87,80.85,85.89
COMP,2020-11-04,85.98,88.99,81.84,87.75
COMP,2020-11-05,87.75,93.65,83.32,90.8
COMP,2020-11-06,90.8,99.63,88.88,95.51
COMP,2020-11-07,95.55,111.45,90.0,93.93
COMP,2020-11-08,93.84,100.9,91.45,96.42
COMP,2020-11-09,96.44,100.36,93.38,94.54
COMP,2020-11-10,94.54,105.29,94.07,104.64
COMP,2020-11-11,104.79,114.16,101.47,105.35
COMP,2020-11-12,105.25,108.35,99.85,103.54
COMP,2020-11-13,103.66,109.9,103.42,109.61
COMP,2020-11-14,109.61,124.37,107.62,124.34
COMP,2020-11-15,124.41,130.39,113.73,118.12
COMP,2020-11-16,118.22,124.73,114.63,121.16
COMP,2020-11-17,121.04,127.69,118.51,119.92
COMP,2020-11-18,119.92,126.08,107.44,113.99
COMP,2020-11-19,114.0,118.6,108.81,114.3
COMP,2020-11-20,114.35,124.08,111.6,115.89
COMP,2020-11-21,115.78,128.3,113.02,125.61
COMP,2020-11-22,125.65,128.99,112.84,122.94
COMP,2020-11-23,121.65,129.27,115.73,126.68
COMP,2020-11-24,126.67,133.47,122.05,126.05
COMP,2020-11-25,126.11,139.66,123.64,125.36
COMP,2020-11-26,125.69,125.69,98.49,106.38
COMP,2020-11-27,106.39,110.06,100.08,102.99
COMP,2020-11-28,103.0,109.77,102.17,107.56
COMP,2020-11-29,107.57,111.53,106.03,109.07
COMP,2020-11-30,109.07,114.87,109.07,111.96
COMP,2020-12-01,112.04,117.9,103.47,106.02
COMP,2020-12-02,106.08,112.92,104.47,112.67
COMP,2020-12-03,112.64,137.8,112.47,130.55
COMP,2020-12-04,130.79,147.51,125.03,125.23
COMP,2020-12-05,125.28,145.0,125.28,140.14
COMP,2020-12-06,140.24,144.31,132.94,134.52
COMP,2020-12-07,134.42,151.08,134.42,149.34
COMP,2020-12-08,149.33,179.73,148.02,152.98
COMP,2020-12-09,152.27,171.42,145.5,168.54
COMP,2020-12-10,168.38,169.81,148.59,151.07
COMP,2020-12-11,151.23,152.39,137.73,141.03
COMP,2020-12-12,141.04,153.48,137.58,147.51
COMP,2020-12-13,147.51,153.14,140.48,146.52
COMP,2020-12-14,146.52,160.26,143.58,155.16
