ticker,date,open,high,low,close
KSM,2020-02-13,1.197,1.378,1.138,1.307
KSM,2020-02-14,1.293,2.444,1.293,1.667
KSM,2020-02-15,1.643,2.18,1.55,1.67
KSM,2020-02-16,1.665,1.716,1.492,1.504
KSM,2020-02-17,1.504,1.795,1.358,1.402
KSM,2020-02-18,1.403,1.794,1.403,1.653
KSM,2020-02-19,1.651,2.257,1.557,2.079
KSM,2020-02-20,2.079,2.383,1.896,2.001
KSM,2020-02-21,1.975,3.336,1.938,2.689
KSM,2020-02-22,2.689,3.697,2.465,3.153
KSM,2020-02-23,3.153,3.153,2.445,2.812
KSM,2020-02-24,2.812,3.225,2.771,3.214
KSM,2020-02-25,3.214,3.472,2.867,3.027
KSM,2020-02-26,3.027,3.156,2.13,2.346
KSM,2020-02-27,2.346,2.944,2.135,2.723
KSM,2020-02-28,2.723,3.009,2.332,2.718
KSM,2020-02-29,2.704,3.123,2.647,2.886
KSM,2020-03-01,2.886,3.081,1.976,2.845
KSM,2020-03-02,2.845,3.968,2.845,3.624
KSM,2020-03-03,3.624,3.624,3.419,3.59
KSM,2020-03-04,3.594,3.626,3.262,3.484
KSM,2020-03-05,3.484,3.55,3.106,3.12
KSM,2020-03-06,3.12,3.217,2.903,2.931
KSM,2020-03-07,2.931,3.225,2.671,3.08
KSM,2020-03-08,3.08,3.504,2.936,3.012
KSM,2020-03-09,3.002,3.17,2.244,2.495
KSM,2020-03-10,2.495,2.618,2.264,2.417
KSM,2020-03-11,2.425,2.532,1.916,2.035
KSM,2020-03-12,2.035,2.062,1.453,1.502
KSM,2020-03-13,1.502,1.938,1.184,1.638
KSM,2020-03-14,1.64,1.83,1.504,1.828
KSM,2020-03-15,1.834,1.834,1.298,1.568
KSM,2020-03-16,1.568,1.577,1.305,1.546
KSM,2020-03-17,1.546,1.603,1.403,1.527
KSM,2020-03-18,1.527,1.601,1.457,1.587
KSM,2020-03-19,1.587,2.008,1.489,1.936
KSM,2020-03-20,1.938,2.166,1.771,1.882
KSM,2020-03-21,1.882,2.075,1.875,1.983
KSM,2020-03-22,1.983,2.081,1.858,1.925
KSM,2020-03-23,1.925,2.227,1.925,2.185
KSM,2020-03-24,2.185,2.283,1.966,2.258
KSM,2020-03-25,2.258,2.281,1.974,2.078
KSM,2020-03-26,2.083,2.098,1.9,2.02
KSM,2020-03-27,2.02,2.095,1.879,1.976
KSM,2020-03-28,1.989,1.989,1.829,1.916
KSM,2020-03-29,1.916,1.916,1.776,1.893
KSM,2020-03-30,1.893,2.065,1.858,1.957
KSM,2020-03-31,1.96,2.0,1.911,1.981
KSM,2020-04-01,1.981,2.168,1.953,2.156
KSM,2020-04-02,2.16,2.45,2.16,2.398
KSM,2020-04-03,2.404,2.954,2.392,2.787
KSM,2020-04-04,2.788,2.887,2.67,2.688
KSM,2020-04-05,2.688,2.688,2.502,2.54
KSM,2020-04-06,2.544,2.796,2.544,2.76
KSM,2020-04-07,2.76,2.888,2.734,2.871
KSM,2020-04-08,2.871,2.892,2.543,2.598
KSM,2020-04-09,2.598,2.765,2.597,2.732
KSM,2020-04-10,2.732,2.769,2.605,2.745
KSM,2020-04-11,2.745,2.772,2.575,2.693
KSM,2020-04-12,2.693,2.799,2.635,2.754
KSM,2020-04-13,2.754,2.874,2.685,2.807
KSM,2020-04-14,2.807,3.082,2.795,2.984
KSM,2020-04-15,2.984,3.081,2.924,2.992
KSM,2020-04-16,2.992,3.234,2.897,3.201
KSM,2020-04-17,3.201,3.307,2.84,3.078
KSM,2020-04-18,3.078,3.262,3.078,3.21
KSM,2020-04-19,3.21,3.369,3.152,3.22
KSM,2020-04-20,3.22,3.356,3.073,3.349
